Id,SalePrice
1461,128020.78125
1462,165197.15625
1463,180653.90625
1464,193969.21875
1465,174435.71875
1466,175141.640625
1467,170028.90625
1468,167712.78125
1469,182961.921875
1470,128404.21875
1471,192673.125
1472,94382.2890625
1473,91157.0390625
1474,154241.65625
1475,132433.140625
1476,398986.28125
1477,255398.546875
1478,307966.90625
1479,262098.765625
1480,504383.0625
1481,324969.71875
1482,209409.3125
1483,162272.828125
1484,173700.328125
1485,178039.59375
1486,189633.984375
1487,373411.5
1488,230362.890625
1489,214330.875
1490,238096.71875
1491,184651.75
1492,85132.1796875
1493,189379.9375
1494,290045.8125
1495,279373.5625
1496,245198.28125
1497,182434.34375
1498,168976.40625
1499,165028.875
1500,156953.09375
1501,183120.984375
1502,151219.1875
1503,288626.59375
1504,226629.5625
1505,230431.65625
1506,186760.109375
1507,255068.609375
1508,198310.5
1509,162461.09375
1510,145814.625
1511,144472.109375
1512,166964.453125
1513,146055.15625
1514,163532.25
1515,193182.265625
1516,166277.09375
1517,161213.375
1518,133476.75
1519,236753.078125
1520,136370.5
1521,136642.953125
1522,167254.390625
1523,113973.34375
1524,122616.7109375
1525,122746.484375
1526,113975.5625
1527,108213.859375
1528,129819.453125
1529,148650.515625
1530,169976.640625
1531,90857.3984375
1532,88554.125
1533,156863.8125
1534,120566.125
1535,148959.40625
1536,104880.25
1537,78029.875
1538,194207.90625
1539,196602.15625
1540,86624.3828125
1541,140944.78125
1542,134832.03125
1543,239211.203125
1544,75916.78125
1545,108248.4921875
1546,129572.2421875
1547,147021.4375
1548,139283.171875
1549,123249.265625
1550,150132.4375
1551,113655.328125
1552,138580.78125
1553,160965.203125
1554,106642.4921875
1555,165786.5
1556,79664.90625
1557,103182.859375
1558,96731.3203125
1559,58493.28125
1560,116805.921875
1561,132596.359375
1562,129194.9921875
1563,122693.6875
1564,150618.390625
1565,149124.078125
1566,213939.125
1567,73148.390625
1568,216919.0
1569,146137.875
1570,135554.796875
1571,117500.015625
1572,146928.546875
1573,254408.359375
1574,117456.2265625
1575,222931.0625
1576,229988.28125
1577,199487.296875
1578,151921.078125
1579,147353.296875
1580,191593.515625
1581,161403.046875
1582,128162.890625
1583,322279.09375
1584,226145.796875
1585,138346.484375
1586,73322.6953125
1587,93955.4609375
1588,162185.75
1589,96323.921875
1590,132942.90625
1591,94965.71875
1592,109224.2421875
1593,133211.15625
1594,132849.234375
1595,105436.890625
1596,243291.421875
1597,188988.5
1598,213073.984375
1599,185609.25
1600,170693.046875
1601,68603.71875
1602,106875.015625
1603,62088.7265625
1604,269207.5
1605,239316.109375
1606,163293.46875
1607,161928.671875
1608,203367.1875
1609,190878.703125
1610,152104.84375
1611,143117.53125
1612,168358.09375
1613,165191.703125
1614,123671.0546875
1615,91041.8125
1616,62369.8671875
1617,94587.1484375
1618,125580.0546875
1619,144803.578125
1620,165405.625
1621,136981.765625
1622,147931.703125
1623,291379.46875
1624,206390.21875
1625,130467.578125
1626,164837.890625
1627,183578.296875
1628,278149.53125
1629,178600.640625
1630,407554.15625
1631,226474.9375
1632,233815.53125
1633,168591.34375
1634,183938.875
1635,188026.484375
1636,158856.140625
1637,183292.515625
1638,207169.515625
1639,180054.515625
1640,251693.21875
1641,176772.078125
1642,237623.90625
1643,214926.234375
1644,220350.53125
1645,182761.234375
1646,158263.90625
1647,159151.53125
1648,134076.796875
1649,143372.59375
1650,115437.1484375
1651,122887.1640625
1652,94386.859375
1653,98124.671875
1654,144319.4375
1655,145420.046875
1656,147815.34375
1657,147310.5
1658,147764.53125
1659,134655.234375
1660,154743.71875
1661,442487.28125
1662,444797.6875
1663,385456.21875
1664,436666.71875
1665,325865.375
1666,309744.75
1667,359455.71875
1668,335175.46875
1669,300579.625
1670,366910.90625
1671,240555.046875
1672,477359.375
1673,291787.6875
1674,242981.484375
1675,187156.609375
1676,194357.0625
1677,219190.9375
1678,483909.75
1679,391120.90625
1680,343279.40625
1681,263914.25
1682,287859.5
1683,176032.453125
1684,164716.890625
1685,172676.0
1686,168122.078125
1687,164767.28125
1688,176160.5
1689,183969.09375
1690,186702.78125
1691,180117.25
1692,268461.875
1693,167892.171875
