Id,SalePrice
1461,122290.5546875
1462,156492.375
1463,185474.90625
1464,191401.390625
1465,207075.75
1466,171691.515625
1467,173349.09375
1468,168171.828125
1469,184463.578125
1470,120940.5234375
1471,205415.125
1472,90953.5390625
1473,97467.5234375
1474,157173.8125
1475,129328.15625
1476,385060.40625
1477,247673.390625
1478,295735.9375
1479,226715.0625
1480,526758.9375
1481,342693.125
1482,204522.3125
1483,165060.703125
1484,159744.65625
1485,179288.96875
1486,189906.4375
1487,336759.34375
1488,221973.171875
1489,208164.03125
1490,206018.3125
1491,184880.703125
1492,96089.28125
1493,187941.734375
1494,297373.0
1495,307111.90625
1496,249183.09375
1497,188030.984375
1498,160679.53125
1499,159153.390625
1500,144933.671875
1501,186618.703125
1502,156928.890625
1503,273007.28125
1504,243971.75
1505,225859.125
1506,190424.3125
1507,237984.359375
1508,202009.46875
1509,159233.0
1510,146239.125
1511,149564.53125
1512,162900.8125
1513,161576.5
1514,171788.90625
1515,199152.375
1516,153917.109375
1517,154225.140625
1518,126619.859375
1519,224559.625
1520,136136.40625
1521,139314.1875
1522,162378.34375
1523,114713.03125
1524,125192.890625
1525,124777.6484375
1526,124281.7421875
1527,97687.6796875
1528,131077.953125
1529,150977.34375
1530,176718.296875
1531,123562.1875
1532,100679.140625
1533,148644.078125
1534,118003.9375
1535,158041.078125
1536,110882.171875
1537,59749.11328125
1538,166200.640625
1539,164314.328125
1540,98150.5234375
1541,142207.453125
1542,145270.65625
1543,205708.46875
1544,79577.0
1545,115024.3828125
1546,120881.6640625
1547,127377.1953125
1548,132387.546875
1549,113366.609375
1550,141161.875
1551,109015.265625
1552,136937.25
1553,162255.484375
1554,117278.9765625
1555,162856.453125
1556,81095.203125
1557,109590.9140625
1558,83081.3671875
1559,102326.3203125
1560,139658.046875
1561,142703.90625
1562,127566.671875
1563,118510.8515625
1564,162319.296875
1565,151840.421875
1566,236307.0625
1567,70906.0234375
1568,229304.609375
1569,149232.171875
1570,127864.9375
1571,136229.859375
1572,148026.9375
1573,255588.09375
1574,96465.953125
1575,223673.0625
1576,223309.984375
1577,199170.4375
1578,149212.765625
1579,140995.453125
1580,189914.5
1581,150205.1875
1582,129749.84375
1583,312368.1875
1584,217437.9375
1585,140579.75
1586,68816.0078125
1587,102713.65625
1588,157474.640625
1589,92680.15625
1590,134676.765625
1591,101848.015625
1592,121467.921875
1593,124157.9375
1594,140425.125
1595,111134.625
1596,239615.015625
1597,174664.3125
1598,199862.265625
1599,202496.09375
1600,188245.984375
1601,70340.359375
1602,111490.8984375
1603,88677.703125
1604,311133.71875
1605,261675.84375
1606,170592.3125
1607,172195.125
1608,215406.578125
1609,181137.828125
1610,155169.765625
1611,144544.84375
1612,169062.0625
1613,167876.09375
1614,126035.875
1615,91065.3671875
1616,72946.4609375
1617,86497.984375
1618,127683.375
1619,145382.171875
1620,127829.5625
1621,139066.921875
1622,140296.734375
1623,291395.375
1624,223836.734375
1625,123266.0234375
1626,161569.34375
1627,188017.171875
1628,277964.53125
1629,188705.796875
1630,353604.6875
1631,216756.34375
1632,236095.25
1633,177278.546875
1634,179132.6875
1635,180825.3125
1636,162513.609375
1637,175237.328125
1638,205509.734375
1639,176553.53125
1640,273363.25
1641,169534.5
1642,237279.53125
1643,231707.109375
1644,230600.90625
1645,184134.765625
1646,151939.21875
1647,164893.890625
1648,134404.390625
1649,138738.609375
1650,122339.078125
1651,126328.7421875
1652,93219.4609375
1653,94614.1484375
1654,149816.625
1655,155041.015625
1656,148148.1875
1657,152944.53125
1658,146217.421875
1659,140206.515625
1660,148526.0
1661,450998.15625
1662,441777.71875
1663,399291.96875
1664,490233.6875
1665,320829.375
1666,315489.25
1667,355968.5
1668,330848.75
1669,292745.8125
1670,342325.6875
1671,276185.5625
1672,446764.59375
1673,303414.46875
1674,258365.671875
1675,178325.015625
1676,180082.96875
1677,210201.765625
1678,456673.125
1679,410689.21875
1680,338773.96875
1681,270502.65625
1682,308866.03125
1683,182920.109375
1684,164114.734375
1685,172744.453125
1686,167351.734375
1687,169675.359375
1688,178498.96875
1689,183184.921875
1690,189123.0625
1691,177977.15625
1692,266327.9375
1693,174561.734375
1694,182855.890625
1695,169069.03125
1696,267522.75
1697,171198.875
1698,374497.1875
1699,306646.0625
1700,241903.515625
1701,264248.40625
1702,269200.28125
1703,265033.65625
1704,313035.625
1705,226130.84375
1706,409274.1875
1707,233478.25
1708,212209.84375
1709,278876.78125
1710,225810.734375
1711,267300.84375
1712,224880.171875
1713,263949.1875
1714,218815.0625
1715,209406.640625
1716,169122.71875
1717,177007.0
1718,133888.515625
1719,198705.09375
1720,238730.46875
1721,164023.984375
1722,114389.375
1723,153209.015625
1724,217729.328125
1725,229055.546875
1726,193240.109375
1727,167327.03125
1728,183685.40625
1729,163670.203125
1730,145258.90625
1731,129186.3984375
1732,130958.03125
1733,114110.984375
1734,124745.9296875
1735,126848.5
1736,112932.1796875
1737,328410.1875
1738,223176.453125
1739,277098.90625
1740,216273.765625
1741,180653.484375
1742,174836.4375
1743,168186.265625
1744,299975.5
1745,234956.34375
1746,233809.71875
1747,225446.671875
1748,227029.203125
1749,154022.890625
1750,127492.6328125
1751,243382.984375
1752,117195.265625
1753,142541.15625
1754,214818.015625
1755,163242.0
1756,123282.2578125
1757,122147.53125
1758,144388.84375
1759,178698.25
1760,167092.8125
1761,143543.0
1762,163605.921875
1763,174446.09375
1764,120278.265625
1765,177008.25
1766,173569.203125
1767,221834.078125
1768,142203.140625
1769,177272.046875
1770,141594.375
1771,126163.8359375
1772,132752.640625
1773,139569.53125
1774,130335.6875
1775,134850.34375
1776,126414.7734375
1777,114041.203125
1778,133521.640625
1779,116266.3203125
1780,171707.265625
1781,133690.40625
1782,101263.8046875
1783,130379.5390625
1784,103285.609375
1785,125721.0078125
1786,148576.34375
1787,175274.890625
1788,52855.80859375
1789,94680.4140625
1790,88254.59375
1791,159165.4375
1792,151377.765625
1793,136165.1875
1794,144349.90625
1795,139542.40625
1796,129481.125
1797,111323.0703125
1798,130517.9765625
1799,111330.578125
1800,126813.1875
1801,130768.140625
1802,153110.140625
1803,147586.28125
1804,142524.125
1805,134355.671875
1806,113820.7421875
1807,140560.65625
1808,113242.8515625
1809,115232.765625
1810,152148.15625
1811,113645.0625
1812,107917.8671875
1813,118743.59375
1814,99305.1796875
1815,51052.84375
1816,99803.3515625
1817,108784.109375
1818,142757.09375
1819,125054.1640625
1820,59472.5546875
1821,119653.9921875
1822,170135.0625
1823,42610.15234375
1824,124367.875
1825,137259.375
1826,96233.6953125
1827,104344.828125
1828,136029.75
1829,113293.1796875
1830,152593.140625
1831,177551.90625
1832,100334.546875
1833,150063.3125
1834,116762.59375
1835,149530.09375
1836,139307.828125
1837,93706.5859375
1838,130995.171875
1839,91109.1875
1840,176590.25
1841,157057.53125
1842,84357.6875
1843,132073.6875
1844,137013.203125
1845,144067.21875
1846,151693.390625
1847,169015.828125
1848,53158.0546875
1849,123144.28125
1850,125355.9609375
1851,148056.453125
1852,134134.390625
1853,129160.015625
1854,172386.140625
1855,146829.875
1856,233645.546875
1857,162868.328125
1858,136511.28125
1859,118076.78125
1860,152731.109375
1861,119204.3125
1862,259474.25
1863,252121.59375
1864,252121.59375
1865,321973.5
1866,320869.59375
1867,244509.3125
1868,296080.78125
1869,201412.84375
1870,252993.03125
1871,246374.046875
1872,163345.734375
1873,230736.9375
1874,136561.609375
1875,213193.109375
1876,195589.078125
1877,223129.046875
1878,217428.734375
1879,131113.03125
1880,130709.5859375
1881,239506.484375
1882,238406.78125
1883,191480.03125
1884,211996.96875
1885,244538.09375
1886,282087.34375
1887,205850.359375
1888,267080.75
1889,155708.5625
1890,138165.828125
1891,142503.78125
1892,106215.2890625
1893,130869.0546875
1894,129604.96875
1895,145115.9375
1896,123108.1875
1897,104879.90625
1898,112481.4609375
1899,154625.875
1900,151881.90625
1901,179145.28125
1902,141220.171875
1903,206138.609375
1904,150392.078125
1905,180773.640625
1906,161340.984375
1907,204211.328125
1908,122066.1328125
1909,133614.03125
1910,127370.4921875
1911,207701.296875
1912,257049.75
1913,139238.65625
1914,51301.859375
1915,347594.125
1916,73852.546875
1917,265612.78125
1918,136939.75
1919,167786.109375
1920,151889.65625
1921,419825.5
1922,327333.625
1923,208665.1875
1924,221104.9375
1925,209514.140625
1926,402286.53125
1927,136213.78125
1928,163664.828125
1929,125306.640625
1930,128235.7421875
1931,135782.890625
1932,141990.5625
1933,170193.5
1934,179791.125
1935,174319.953125
1936,189081.015625
1937,185138.328125
1938,170829.65625
1939,252510.71875
1940,204330.0
1941,175161.6875
1942,185180.0
1943,212246.828125
1944,324065.40625
1945,376453.375
1946,153681.75
1947,301895.65625
1948,184152.375
1949,233535.828125
1950,180993.359375
1951,300213.125
1952,226416.171875
1953,164730.15625
1954,203244.796875
1955,137068.65625
1956,298099.53125
1957,161992.625
1958,325778.0625
1959,129138.34375
1960,121372.6015625
1961,122313.390625
1962,93805.203125
1963,105013.140625
1964,106795.859375
1965,151173.140625
1966,153941.328125
1967,300516.28125
1968,392726.9375
1969,423386.03125
1970,503393.78125
1971,479145.0625
1972,409606.21875
1973,260849.59375
1974,324925.34375
1975,455694.21875
1976,264044.46875
1977,383962.0
1978,422242.71875
1979,300306.125
1980,193581.625
1981,343610.65625
1982,222639.78125
1983,207940.203125
1984,163538.953125
1985,221359.078125
1986,221265.375
1987,176498.6875
1988,174465.140625
1989,187590.0625
1990,217503.28125
1991,222789.0
1992,216331.828125
1993,165558.609375
1994,248883.0625
1995,176047.859375
1996,252251.234375
1997,296709.625
1998,401245.625
1999,260302.5
2000,314667.09375
2001,250651.03125
2002,242478.90625
2003,249613.875
2004,260118.15625
2005,219585.765625
2006,243036.375
2007,252752.828125
2008,208206.65625
2009,192905.109375
2010,179219.484375
2011,143554.40625
2012,169104.828125
2013,186746.109375
2014,183067.203125
2015,194081.40625
2016,194253.234375
2017,206747.0625
2018,126544.484375
2019,123399.421875
2020,105876.2578125
2021,110571.9296875
2022,182552.484375
2023,145483.390625
2024,221080.59375
2025,411497.0
2026,169911.953125
2027,146724.484375
2028,160485.859375
2029,172038.296875
2030,276126.03125
2031,255361.484375
2032,267426.71875
2033,269997.25
2034,165661.046875
2035,214813.9375
2036,215755.375
2037,219229.96875
2038,355227.5625
2039,224699.03125
2040,425932.15625
2041,260341.609375
2042,192214.0
2043,169926.890625
2044,179575.0
2045,207343.328125
2046,128898.0625
2047,148081.671875
2048,140267.9375
2049,134605.875
2050,177011.078125
2051,102000.0625
2052,132725.421875
2053,148546.953125
2054,88305.6640625
2055,157551.515625
2056,127536.875
2057,120742.2890625
2058,237801.5625
2059,134203.5
2060,166632.0625
2061,179659.40625
2062,136744.546875
2063,117066.828125
2064,144738.0
2065,117135.453125
2066,181582.8125
2067,109278.140625
2068,134870.203125
2069,82423.4296875
2070,111357.421875
2071,104344.4765625
2072,123406.875
2073,138816.84375
2074,192966.078125
2075,151778.375
2076,115774.8125
2077,145942.390625
2078,128742.3046875
2079,123838.046875
2080,120196.546875
2081,120339.234375
2082,136734.046875
2083,141912.703125
2084,117159.34375
2085,125087.9140625
2086,112383.15625
2087,119477.0
2088,100219.796875
2089,84676.484375
2090,132555.921875
2091,126378.0390625
2092,133763.96875
2093,128472.9140625
2094,133806.234375
2095,132223.921875
2096,84584.390625
2097,104603.4296875
2098,142778.359375
2099,48189.34765625
2100,100228.359375
2101,117482.0234375
2102,134974.046875
2103,108261.7890625
2104,137463.515625
2105,134361.203125
2106,68390.3671875
2107,248463.609375
2108,124622.0390625
2109,125963.859375
2110,136768.25
2111,147896.0
2112,140764.828125
2113,123621.453125
2114,110568.4453125
2115,159864.84375
2116,111359.65625
2117,160789.390625
2118,118333.0234375
2119,110414.546875
2120,104416.1171875
2121,95084.640625
2122,102377.328125
2123,83565.9296875
2124,177191.4375
2125,132410.21875
2126,162295.921875
2127,155317.84375
2128,136424.734375
2129,105206.3203125
2130,147825.734375
2131,152163.34375
2132,110506.8359375
2133,115872.3984375
2134,122350.3984375
2135,100350.375
2136,72145.4609375
2137,109552.109375
2138,139284.390625
2139,157398.359375
2140,142894.328125
2141,139098.734375
2142,133616.34375
2143,150034.34375
2144,125965.4140625
2145,137742.015625
2146,166984.765625
2147,151777.78125
2148,119648.2734375
2149,137728.484375
2150,220901.703125
2151,121246.796875
2152,175844.140625
2153,168844.0625
2154,103915.3671875
2155,133156.5
2156,231736.34375
2157,234287.1875
2158,235788.109375
2159,220341.671875
2160,166124.34375
2161,253675.25
2162,373568.9375
2163,328183.78125
2164,234419.328125
2165,187885.640625
2166,145540.421875
2167,218956.25
2168,209420.53125
2169,196161.171875
